  30,     29000,     7,     6,    -8,     0,   951,   111, -1053,     9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  31,     30000,     7,     6,    -9,     0,   680,   455, -1164,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  32,     31000,     3,     8,    -7,     0,   350,   774, -1161,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  33,     32000,     0,     9,    -5,     0,    -5,  1005, -1043,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  34,     33000,     0,     8,    -3,     0,  -363,  1138,  -821,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  35,     34000,    -4,     6,     0,     0,  -691,  1161,  -519,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  36,     35000,    -6,     4,     1,     0,  -950,  1059,  -169,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  37,     36000,    -8,     1,     5,     0, -1128,   881,   191,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  38,     37000,    -9,     0,     7,     0, -1182,   594,   530,    -6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  39,     38000,    -8,    -2,     8,     0, -1127,   247,   821,    -7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  40,     39000,    -7,    -6,     8,     0,  -965,  -115,  1038,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  41,     40000,    -6,    -6,     9,     0,  -694,  -474,  1148,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  42,     41000,    -3,    -7,     7,     0,  -364,  -778,  1144,     6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  43,     42000,    -1,    -8,     5,     0,     4, -1016,  1024,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  44,     43000,     1,    -7,     3,     0,   361, -1156,   809,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  45,     44000,     5,    -5,     0,     0,   676, -1176,   515,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  46,     45000,     6,    -4,    -1,     0,   936, -1074,   151,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  47,     46000,     8,    -1,    -4,     0,  1128,  -880,  -211,     5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  48,     47000,     9,     0,    -6,     0,  1172,  -601,  -549,     8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  49,     48000,     8,     2,    -7,     0,  1109,  -255,  -840,    10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  50,     49000,     7,     6,    -8,     0,   947,   117, -1056,     9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  51,     50000,     7,     6,    -9,     0,   676,   460, -1165,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  52,     51000,     3,     8,    -7,     0,   344,   778, -1160,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  53,     52000,     0,     9,    -5,     0,   -11,  1008, -1040,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  54,     53000,     0,     8,    -3,     0,  -369,  1140,  -817,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  55,     54000,    -4,     6,     0,     0,  -696,  1160,  -513,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  56,     55000,    -6,     4,     1,     0,  -953,  1056,  -163,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  57,     56000,    -8,     1,     5,     0, -1130,   877,   197,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  58,     57000,    -9,     0,     7,     0, -1182,   588,   535,    -6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  59,     58000,    -8,    -2,     8,     0, -1125,   241,   826,    -7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  60,     59000,    -7,    -6,     8,     0,  -962,  -121,  1041,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  61,     60000,    -6,    -6,     9,     0,  -689,  -479,  1149,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  62,     61000,    -3,    -7,     7,     0,  -358,  -782,  1143,     6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  63,     62000,    -1,    -8,     5,     0,    10, -1019,  1021,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  64,     63000,     1,    -7,     3,     0,   366, -1157,   805,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  65,     64000,     5,    -5,     0,     0,   680, -1176,   510,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  66,     65000,     6,    -4,    -1,     0,   939, -1071,   145,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  67,     66000,     8,    -1,    -4,     0,  1130,  -877,  -216,     5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  68,     67000,     9,     0,    -6,     0,  1171,  -596,  -554,     8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  69,     68000,     8,     2,    -7,     0,  1107,  -248,  -844,    10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  70,     69000,     7,     6,    -9,     0,   944,   123, -1058,     9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  71,     70000,     7,     6,    -9,     0,   671,   465, -1165,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  72,     71000,     3,     8,    -7,     0,   339,   783, -1159,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  73,     72000,     0,     9,    -5,     0,   -17,  1011, -1037,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  74,     73000,    -1,     8,    -3,     0,  -375,  1141,  -812,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  75,     74000,    -4,     6,     0,     0,  -700,  1159,  -508,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  76,     75000,    -6,     4,     1,     0,  -956,  1054,  -158,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  77,     76000,    -8,     1,     5,     0, -1132,   873,   203,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  78,     77000,    -9,     0,     7,     0, -1181,   583,   540,    -6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  79,     78000,    -8,    -2,     8,     0, -1123,   235,   830,    -7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  80,     79000,    -7,    -6,     9,     0,  -958,  -127,  1044,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  81,     80000,    -6,    -6,     9,     0,  -684,  -484,  1150,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  82,     81000,    -3,    -7,     7,     0,  -353,  -786,  1142,     6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  83,     82000,    -1,    -8,     5,     0,    16, -1022,  1019,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  84,     83000,     1,    -7,     3,     0,   372, -1159,   800,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  85,     84000,     5,    -5,     0,     0,   685, -1175,   504,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  86,     85000,     6,    -4,    -1,     0,   943, -1069,   139,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  87,     86000,     8,    -1,    -4,     0,  1132,  -873,  -222,     5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  88,     87000,     9,     0,    -6,     0,  1171,  -591,  -559,     8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  89,     88000,     8,     2,    -7,     0,  1105,  -242,  -848,    10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  90,     89000,     7,     6,    -9,     0,   940,   128, -1061,     9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  91,     90000,     7,     6,    -9,     0,   666,   471, -1166,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  92,     91000,     3,     8,    -7,     0,   333,   787, -1158,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  93,     92000,     0,     9,    -5,     0,   -23,  1014, -1034,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  94,     93000,    -1,     8,    -3,     0,  -381,  1142,  -808,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  95,     94000,    -4,     6,     0,     0,  -705,  1158,  -503,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  96,     95000,    -6,     4,     1,     0,  -960,  1052,  -152,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  97,     96000,    -8,     1,     5,     0, -1134,   870,   208,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  98,     97000,    -9,     0,     7,     0, -1181,   577,   546,    -6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
  99,     98000,    -8,    -2,     8,     0, -1122,   229,   834,    -7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 100,     99000,    -7,    -6,     9,     0,  -954,  -133,  1046,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 101,    100000,    -6,    -6,     9,     0,  -680,  -489,  1151,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 102,    101000,    -3,    -7,     7,     0,  -347,  -791,  1141,     6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 103,    102000,    -1,    -8,     5,     0,    22, -1025,  1016,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 104,    103000,     1,    -7,     3,     0,   377, -1160,   796,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 105,    104000,     5,    -5,     0,     0,   690, -1174,   499,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 106,    105000,     6,    -4,    -1,     0,   946, -1066,   133,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 107,    106000,     8,    -1,    -4,     0,  1134,  -869,  -228,     5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 108,    107000,     9,     0,    -6,     0,  1170,  -586,  -564,     8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 109,    108000,     8,     3,    -7,     0,  1104,  -236,  -852,    10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 110,    109000,     7,     6,    -9,     0,   936,   134, -1063,     8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 111,    110000,     7,     6,    -9,     0,   661,   476, -1167,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 112,    111000,     3,     8,    -7,     0,   327,   792, -1157,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 113,    112000,     0,     9,    -5,     0,   -28,  1017, -1031,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 114,    113000,    -1,     8,    -3,     0,  -386,  1143,  -804,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 115,    114000,    -4,     6,     0,     0,  -710,  1157,  -497,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 116,    115000,    -6,     4,     1,     0,  -963,  1050,  -146,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 117,    116000,    -8,     1,     5,     0, -1135,   866,   214,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 118,    117000,    -9,     0,     7,     0, -1181,   572,   551,    -6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 119,    118000,    -8,    -3,     8,     0, -1120,   224,   838,    -7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 120,    119000,    -7,    -6,     9,     0,  -950,  -139,  1049,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 121,    120000,    -6,    -6,     9,     0,  -675,  -494,  1151,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 122,    121000,    -3,    -7,     7,     0,  -341,  -795,  1140,     6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 123,    122000,    -1,    -8,     5,     0,    28, -1029,  1013,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 124,    123000,     1,    -7,     3,     0,   383, -1161,   792,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 125,    124000,     5,    -5,     0,     0,   694, -1173,   493,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 126,    125000,     6,    -4,    -1,     0,   950, -1064,   128,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 127,    126000,     8,    -1,    -4,     0,  1136,  -865,  -233,     5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 128,    127000,     9,     0,    -6,     0,  1170,  -581,  -569,     8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 129,    128000,     8,     3,    -7,     0,  1102,  -231,  -856,    10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 130,    129000,     7,     6,    -9,     0,   933,   139, -1066,     8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 131,    130000,     7,     6,    -9,     0,   657,   481, -1168,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 132,    131000,     3,     8,    -7,     0,   323,   795, -1156,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 133,    132000,     0,     9,    -5,     0,   -33,  1019, -1029,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 134,    133000,    -1,     8,    -3,     0,  -391,  1144,  -800,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 135,    134000,    -4,     6,     0,     0,  -713,  1157,  -493,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 136,    135000,    -6,     4,     1,     0,  -966,  1048,  -142,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 137,    136000,    -8,     1,     5,     0, -1137,   863,   218,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 138,    137000,    -9,     0,     7,     0, -1181,   568,   554,    -6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 139,    138000,    -8,    -3,     8,     0, -1119,   220,   841,    -7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 140,    139000,    -7,    -6,     9,     0,  -948,  -143,  1050,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
 141,    140000,    -6,    -6,     9,     0,  -672,  -498,  1152,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
